-1.0e0 -1.0e0 -1.0e0 -1.0e0
-9.16667e-1 -1.0e0 -8.402786e-1 -8.402786e-1
-8.3333391e-1 -1.0e0 -6.944453e-1 -6.944453e-1
-7.5000081e-1 -1.0e0 -5.62501e-1 -5.62501e-1
-6.6666771e-1 -1.0e0 -4.444461e-1 -4.444461e-1
-5.8333461e-1 -1.0e0 -3.402795e-1 -3.402795e-1
-5.0000151e-1 -1.0e0 -2.500015e-1 -2.500015e-1
-4.1666841e-1 -1.0e0 -1.736125e-1 -1.736125e-1
-3.3333531e-1 -1.0e0 -1.111125e-1 -1.111125e-1
-2.5000221e-1 -1.0e0 -6.2501e-2 -6.2501e-2
-1.6666911e-1 -1.0e0 -2.77786e-2 -2.77786e-2
-8.333601e-2 -1.0e0 -6.945e-3 -6.945e-3
-2.911e-6 -1.0e0 0.0e0 0.0e0
8.333019e-2 -1.0e0 -6.9438e-3 -6.9438e-3
1.66663289e-1 -1.0e0 -2.77766e-2 -2.77766e-2
2.4999638e-1 -1.0e0 -6.24983e-2 -6.24983e-2
3.3332948e-1 -1.0e0 -1.111087e-1 -1.111087e-1
4.1666258e-1 -1.0e0 -1.73608e-1 -1.73608e-1
4.9999568e-1 -1.0e0 -2.499957e-1 -2.499957e-1
5.8332878e-1 -1.0e0 -3.402725e-1 -3.402725e-1
6.6666188e-1 -1.0e0 -4.44438e-1 -4.44438e-1
7.4999498e-1 -1.0e0 -5.624925e-1 -5.624925e-1
8.3332808e-1 -1.0e0 -6.944357e-1 -6.944357e-1
9.1666118e-1 -1.0e0 -8.40268e-1 -8.40268e-1
9.9999428e-1 -1.0e0 -9.999887e-1 -9.999887e-1

-1.0e0 -9.16667e-1 -8.4027847e-1 -8.4027847e-1
-9.16667e-1 -9.16667e-1 -6.8055698e-1 -6.8055698e-1
-8.3333391e-1 -9.16667e-1 -5.3472377e-1 -5.3472377e-1
-7.5000081e-1 -9.16667e-1 -4.0277948e-1 -4.0277948e-1
-6.6666771e-1 -9.16667e-1 -2.8472447e-1 -2.8472447e-1
-5.8333461e-1 -9.16667e-1 -1.8055788e-1 -1.8055788e-1
-5.0000151e-1 -9.16667e-1 -9.027997e-2 -9.027997e-2
-4.1666841e-1 -9.16667e-1 -1.389098e-2 -1.389098e-2
-3.3333531e-1 -9.16667e-1 4.860913e-2 4.860913e-2
-2.5000221e-1 -9.16667e-1 9.722052e-2 9.722052e-2
-1.6666911e-1 -9.16667e-1 1.3194302e-1 1.3194302e-1
-8.333601e-2 -9.16667e-1 1.5277663e-1 1.5277663e-1
-2.911e-6 -9.16667e-1 1.597215e-1 1.597215e-1
8.333019e-2 -9.16667e-1 1.5277773e-1 1.5277773e-1
1.66663289e-1 -9.16667e-1 1.3194493e-1 1.3194493e-1
2.4999638e-1 -9.16667e-1 9.722333e-2 9.722333e-2
3.3332948e-1 -9.16667e-1 4.861293e-2 4.861293e-2
4.1666258e-1 -9.16667e-1 -1.388628e-2 -1.388628e-2
4.9999568e-1 -9.16667e-1 -9.027417e-2 -9.027417e-2
5.8332878e-1 -9.16667e-1 -1.8055087e-1 -1.8055087e-1
6.6666188e-1 -9.16667e-1 -2.8471648e-1 -2.8471648e-1
7.4999498e-1 -9.16667e-1 -4.0277097e-1 -4.0277097e-1
8.3332808e-1 -9.16667e-1 -5.3471417e-1 -5.3471417e-1
9.1666118e-1 -9.16667e-1 -6.8054628e-1 -6.8054628e-1
9.9999428e-1 -9.16667e-1 -8.4026718e-1 -8.4026718e-1

-1.0e0 -8.3333391e-1 -6.9444534e-1 -6.9444534e-1
-9.16667e-1 -8.3333391e-1 -5.3472385e-1 -5.3472385e-1
-8.3333391e-1 -8.3333391e-1 -3.8889064e-1 -3.8889064e-1
-7.5000081e-1 -8.3333391e-1 -2.5694635e-1 -2.5694635e-1
-6.6666771e-1 -8.3333391e-1 -1.3889134e-1 -1.3889134e-1
-5.8333461e-1 -8.3333391e-1 -3.472475e-2 -3.472475e-2
-5.0000151e-1 -8.3333391e-1 5.555316e-2 5.555316e-2
-4.1666841e-1 -8.3333391e-1 1.3194215e-1 1.3194215e-1
-3.3333531e-1 -8.3333391e-1 1.9444226e-1 1.9444226e-1
-2.5000221e-1 -8.3333391e-1 2.4305365e-1 2.4305365e-1
-1.6666911e-1 -8.3333391e-1 2.7777615e-1 2.7777615e-1
-8.333601e-2 -8.3333391e-1 2.9860976e-1 2.9860976e-1
-2.911e-6 -8.3333391e-1 3.055547e-1 3.055547e-1
8.333019e-2 -8.3333391e-1 2.9861086e-1 2.9861086e-1
1.66663289e-1 -8.3333391e-1 2.7777806e-1 2.7777806e-1
2.4999638e-1 -8.3333391e-1 2.4305646e-1 2.4305646e-1
3.3332948e-1 -8.3333391e-1 1.9444606e-1 1.9444606e-1
4.1666258e-1 -8.3333391e-1 1.3194685e-1 1.3194685e-1
4.9999568e-1 -8.3333391e-1 5.555896e-2 5.555896e-2
5.8332878e-1 -8.3333391e-1 -3.471774e-2 -3.471774e-2
6.6666188e-1 -8.3333391e-1 -1.3888335e-1 -1.3888335e-1
7.4999498e-1 -8.3333391e-1 -2.5693784e-1 -2.5693784e-1
8.3332808e-1 -8.3333391e-1 -3.8888104e-1 -3.8888104e-1
9.1666118e-1 -8.3333391e-1 -5.3471315e-1 -5.3471315e-1
9.9999428e-1 -8.3333391e-1 -6.9443405e-1 -6.9443405e-1

-1.0e0 -7.5000081e-1 -5.6250107e-1 -5.6250107e-1
-9.16667e-1 -7.5000081e-1 -4.0277957e-1 -4.0277957e-1
-8.3333391e-1 -7.5000081e-1 -2.5694637e-1 -2.5694637e-1
-7.5000081e-1 -7.5000081e-1 -1.2500208e-1 -1.2500208e-1
-6.6666771e-1 -7.5000081e-1 -6.94707e-3 -6.94707e-3
-5.8333461e-1 -7.5000081e-1 9.721953e-2 9.721953e-2
-5.0000151e-1 -7.5000081e-1 1.8749744e-1 1.8749744e-1
-4.1666841e-1 -7.5000081e-1 2.6388643e-1 2.6388643e-1
-3.3333531e-1 -7.5000081e-1 3.2638654e-1 3.2638654e-1
-2.5000221e-1 -7.5000081e-1 3.7499792e-1 3.7499792e-1
-1.6666911e-1 -7.5000081e-1 4.0972043e-1 4.0972043e-1
-8.333601e-2 -7.5000081e-1 4.3055403e-1 4.3055403e-1
-2.911e-6 -7.5000081e-1 4.37499e-1 4.37499e-1
8.333019e-2 -7.5000081e-1 4.3055513e-1 4.3055513e-1
1.66663289e-1 -7.5000081e-1 4.0972234e-1 4.0972234e-1
2.4999638e-1 -7.5000081e-1 3.7500073e-1 3.7500073e-1
3.3332948e-1 -7.5000081e-1 3.2639034e-1 3.2639034e-1
4.1666258e-1 -7.5000081e-1 2.6389113e-1 2.6389113e-1
4.9999568e-1 -7.5000081e-1 1.8750323e-1 1.8750323e-1
5.8332878e-1 -7.5000081e-1 9.722653e-2 9.722653e-2
6.6666188e-1 -7.5000081e-1 -6.93907e-3 -6.93907e-3
7.4999498e-1 -7.5000081e-1 -1.2499356e-1 -1.2499356e-1
8.3332808e-1 -7.5000081e-1 -2.5693677e-1 -2.5693677e-1
9.1666118e-1 -7.5000081e-1 -4.0276888e-1 -4.0276888e-1
9.9999428e-1 -7.5000081e-1 -5.6248978e-1 -5.6248978e-1

-1.0e0 -6.6666771e-1 -4.4444595e-1 -4.4444595e-1
-9.16667e-1 -6.6666771e-1 -2.8472446e-1 -2.8472446e-1
-8.3333391e-1 -6.6666771e-1 -1.3889125e-1 -1.3889125e-1
